pairID	gold_label	Sentence1	Sentence2	Explanation_1	Sentence1_si	Sentence2_si	Explanation_1_si
170541259.jpg#0r1e	entailment	A large crowd of people are walking for the cure on a gray, overcast day with a blue car heading in the opposite direction.	A blue car is coming at people in the opposite direction from which they are.	crowd of people are walking with a blue car heading in the opposite direction. simply means blue car is coming at people in the opposite direction	Velika množica ljudi hodi po zdravilo na siv, oblačen dan z modrim avtomobilom, ki vozi v nasprotno smer.	Na ljudi v nasprotni smeri od njih prihaja modri avto.	množica ljudi hodi z modrim avtomobilom, ki se pelje v nasprotno smer. preprosto pomeni, da modri avto prihaja na ljudi v nasprotni smeri
299612419.jpg#0r1n	neutral	Three men sit on rocks in the sand while the man in the red hat and shirt looks out.	The men are barefoot in the sand.	The men don't need to be barefoot in the sand.	Trije moški sedijo na skalah v pesku, moški v rdečem klobuku in srajci pa gleda ven.	Moški so bosi v pesku.	Moškim ni treba biti bosi v pesku.
3207343907.jpg#2r1n	neutral	A large crowd of people ice skating outdoors.	An ice hockey team practices on a frozen lake	A crowd of people is ice skating outdoors but that doesn't necessarily mean that they are a ice hockey team or that they are on a frozen lake.	Velika množica ljudi, ki drsajo na prostem.	Hokejska ekipa vadi na zaledenelem jezeru	Množica ljudi drsa na prostem, vendar to ne pomeni nujno, da so hokejska ekipa ali da so na zaledenelem jezeru.
6475050767.jpg#1r1e	entailment	Basketball players playing in front of a small audience	Basketball players play in front of a small group.	Audience is a group of people.	Košarkarji igrajo pred maloštevilnim občinstvom	Košarkarji igrajo pred manjšo skupino.	Občinstvo je skupina ljudi.
4665612496.jpg#4r1e	entailment	Two couples standing on a bridge.	People are near a structure.	TEH COUPLES ARE PEOPLE.	Dva para stojita na mostu.	Ljudje so blizu zgradbe.	PARI SO LJUDJE.
143552697.jpg#2r1e	entailment	A person rides a motorbike through a grassy field.	The person rides motorbikes.	A person rides a motorbike implies that the person rides motorbikes.	Oseba se vozi z motorjem po travnatem polju.	Oseba se vozi z motorjem.	Oseba, ki se vozi z motorjem, pomeni, da se oseba vozi z motorjem.
2564144246.jpg#0r1c	contradiction	Four women in red bathing suits and pink caps in a lake, one jumping out of the water while the crowd watches and a big red bull buoy next to them.	The women's bathing suits are green.	The bathing suits cannot be both red and green.	Štiri ženske v rdečih kopalkah in rožnatih čepicah v jezeru, ena skoči iz vode, medtem ko množica gleda, poleg njih pa velika boja rdečega bika.	Ženske kopalke so zelene.	Kopalke ne morejo biti hkrati rdeče in zelene.
7507256476.jpg#2r1e	entailment	A young man takes aim in a carnival game.	The young man is playing a carnival game.	man takes aim in a carnival game is same as man is playing a carnival game	Mladenič cilja v pustni igri.	Mladenič igra pustno igro.	človek cilja v pustni igri je isto kot človek igra pustno igro
140468532.jpg#1r1c	contradiction	A woman with a pink coat and three girls all with blue bags are shopping.	A hat is in the driveway.	The subject is either a woman or a hat.	Ženska z rožnatim plaščem in tri dekleta z modrimi vrečkami nakupujejo.	Klobuk je na dovozu.	Predmet je ženska ali klobuk.
8067655952.jpg#4r1n	neutral	girls doing acrobatics in the pool	Girl playing in the pool while her grandmother watches.	just cause the girls in the pool doesn't mean her grandmother is watching.	dekleta, ki delajo akrobacije v bazenu	Deklica se igra v bazenu, medtem ko jo njena babica opazuje.	samo zato, ker dekleta v bazenu ne pomeni, da jo gleda njena babica.
4523218758.jpg#3r1n	neutral	Three women are walking down a street.	Friends make their way toward the subway.	The is no evidence these three women are friends. And just because they are walking down a street doesn't mean they are walking toward the subway. The subway might actually be in the other direction.	Tri ženske se sprehajajo po ulici.	Prijatelji se odpravijo proti podzemni železnici.	Nobenega dokaza ni, da so te tri ženske prijateljice. In samo zato, ker hodijo po ulici, še ne pomeni, da hodijo proti podzemni železnici. Podzemna je lahko dejansko v drugi smeri.
1095580424.jpg#3r1c	contradiction	A dog runs out of a tunnel on a course.	The dog is asleep on the family sofa.	The dog cannot run if it is asleep.	Pes steče iz tunela na progi.	Pes spi na družinskem kavču.	Pes ne more teči, če spi.
621668012.jpg#3r1n	neutral	A person poses for the camera wearing tribal dress.	A person wearing a grass skirt.	Grass skirt is sot synonymous with tribal dress.	Oseba pozira pred kamero v plemenski obleki.	Oseba, ki nosi travnato krilo.	Travnato krilo je sinonim za plemensko obleko.
6945359615.jpg#3r1c	contradiction	A woman irons fabric in a large press.	A woman is sewing a large piece of fabric to her dress.	One can iron fabric or be seen sewing, not both at once.	Ženska lika blago v veliki preši.	Ženska šiva velik kos blaga na svojo obleko.	Lahko likate tkanino ali vidite, kako šivate, ne obojega hkrati.
2047543321.jpg#3r1e	entailment	A man in a hard hat stand on top of a pile of rubble.	A worker is standing on rubble.	a worker has a hard hat because he is on a pile of rubble.	Moški s čelado stoji na vrhu kupa ruševin.	Delavec stoji na ruševinah.	delavec ima čelado, ker je na kupu ruševin.
2842032768.jpg#4r1e	entailment	Black poodle with toy in mouth	Poodle with toy in mouth	poodle with toy in mouth is same as poodle with toy in mouth	Črni pudelj z igračo v ustih	Pudelj z igračo v ustih	pudelj z igračo v ustih je enak kot pudelj z igračo v gobcu
3178454823.jpg#2r1c	contradiction	A woman smiles at the baby she is holding, who has an over-sized chef's hat on his head.	A woman looks on to a child sleeping in a crib.	The woman is either holding the baby or it is sleeping in a crib.	Ženska se nasmehne dojenčku, ki ga drži in ima na glavi preveliko kuharsko kapo.	Ženska gleda otroka, ki spi v posteljici.	Ženska bodisi drži otroka bodisi spi v posteljici.
2759625199.jpg#4r1e	entailment	Children sitting in a classroom.	Children sitting in a classroom.	Children sitting refers to a children in a classroom	Otroci sedijo v učilnici.	Otroci sedijo v učilnici.	Otroci, ki sedijo, se nanašajo na otroke v učilnici
7027883609.jpg#1r1n	neutral	Several students working in a school laboratory.	Students work on a cure for cancer in a laboratory.	Several students working  a cure for cancer in a school laboratory.	Več študentov dela v šolskem laboratoriju.	Študentje delajo na zdravilu za raka v laboratoriju.	Več študentov v šolskem laboratoriju išče zdravilo za raka.
3035118753.jpg#0r1c	contradiction	the little boy sitting next to the girl is covering his face with his hand.	A little boy tries to kiss a little girl.	A boy covering his face with his hand is not trying to kiss someone.	deček, ki sedi poleg deklice, si z roko pokriva obraz.	Deček poskuša poljubiti deklico.	Fant, ki si z roko pokriva obraz, ne poskuša nekoga poljubiti.
2426252889.jpg#4r5e	entailment	A group of musicians perform a symphony in front of a golden statue.	The band played on with beautiful art in the background.	The group of musicians is the band, playing in front of a golden statue which would be beautiful art in the background.	Skupina glasbenikov izvaja simfonijo pred zlatim kipom.	Skupina je igrala s čudovito umetnostjo v ozadju.	Skupina glasbenikov je skupina, ki igra pred zlatim kipom, ki bi bil čudovita umetnost v ozadju.
2573535658.jpg#3r1e	entailment	Children in blue shirts drawing pictures.	Children drawing pictures.	Children in blue shirts are a type of children.	Otroci v modrih srajcah rišejo slike.	Otroci rišejo slike.	Otroci v modrih srajcah so tip otrok.
3476451861.jpg#0r2c	contradiction	A person riding a bike with blue wheels on a tree trunk at night.	The person is running at night.	Riding a bike is different than running.	Oseba, ki ponoči vozi kolo z modrimi kolesi na drevesnem deblu.	Oseba teče ponoči.	Vožnja s kolesom je drugačna od teka.
4641280657.jpg#0r1n	neutral	A person on a motorcycle is driving on the same street as a woman on her cellphone.	The woman on her cellphone is feeling stressed.	One cannot infer that the woman is feeling stressed by the fact that the person on a motorcycle is driving on the same street.	Oseba na motorju se vozi po isti ulici kot ženska na mobilnem telefonu.	Ženska na svojem mobilnem telefonu je pod stresom.	Ni mogoče sklepati, da se ženska počuti pod stresom zaradi dejstva, da se oseba na motorju vozi po isti ulici.
2116705590.jpg#2r1n	neutral	A man in a blue inform holding a soccer ball and standing on a soccer field.	The goalie is taking a rest before throwing the ball.	Not all men are taking a rest.  Not all men are a goalie.	Moški v modrem informiranju drži nogometno žogo in stoji na nogometnem igrišču.	Vratar počiva, preden vrže žogo.	Vsi moški ne počivajo. Niso vsi moški vratarji.
4620028074.jpg#4r1c	contradiction	A girl, sitting on a bridge staring at the water.	The girl is swimming in the ocean	either sitting or swimming	Dekle, ki sedi na mostu in strmi v vodo.	Deklica plava v oceanu	bodisi sedenje ali plavanje
2549950283.jpg#0r1n	neutral	A man and woman stand on a boulder by the river as he sweeps her off her feet.	The woman giggles with glee	The second sentence explains that the woman is giggling with glee after the man has swept her off her feet.	Moški in ženska stojita na balvanu ob reki, medtem ko jo on odnese z nog.	Ženska se veselo zahihita	Drugi stavek pojasnjuje, da se ženska veselo hihita, potem ko jo je moški spravil z nog.
5610848512.jpg#2r1c	contradiction	A guy in gray shorts about to spike a volleyball on a beach.	he has never played volley ball	One cannot have never played volley ball and spike a volleyball at the same time.	Tip v sivih kratkih hlačah bo na mivki udaril odbojkarsko žogo.	nikoli ni igral odbojke	Človek ne more nikoli igrati odbojke in žoge za odbojko hkrati.
160417285.jpg#4r1n	neutral	Two men playing soccer in a grassy field.	The men are having a soccer competition in the field.	Two men can play soccer together without engaging in competition.	Dva moška igrata nogomet na travnatem igrišču.	Moški imajo tekmovanje v nogometu na igrišču.	Dva človeka lahko igrata nogomet skupaj, ne da bi tekmovala.
4671668474.jpg#2r1e	entailment	A blond woman in a black and pink outfit sitting on a bicycle.	The woman is a cyclist.	A cyclist would be sitting on a bicycle.	Plavolasa ženska v črno-roza obleki sedi na kolesu.	Ženska je kolesarka.	Kolesar bi sedel na kolesu.
405694615.jpg#1r1n	neutral	A woman in a striped shirt smiles at the camera while another woman enjoys refreshments behind her.	A woman takes a selfie while she is hanging out at the bar with her friend.	Just because two women are near each other doesn't necessarily mean they are a friend.	Ženska v črtasti srajci se smehlja v kamero, druga ženska pa za njo uživa v okrepčevalnici.	Ženska posname selfi, medtem ko se s prijateljico druži v baru.	Samo zato, ker sta dve ženski blizu druga druge, še ne pomeni nujno, da sta prijateljici.
4183782159.jpg#0r1c	contradiction	Two men in military uniform, a man in a tuxedo, a man in a suit, and a woman in a black cocktail dress are holding sheets of paper and singing.	A group of people are playing insturmnets.	Two men are playing instruments.	Dva moška v vojaški uniformi, moški v smokingu, moški v obleki in ženska v črni koktajl obleki držijo liste papirja in pojejo.	Skupina ljudi igra insturmnet.	Dva moška igrata instrumente.
4775763666.jpg#0r1n	neutral	Three women work together at a table scattered with bottles and bowls.	Women working through the night with cereal and beer.	Three women working does not imply they are working through night with cereal and beer.	Tri ženske delajo skupaj za mizo, raztreseno s steklenicami in skledami.	Ženske delajo vso noč s kosmiči in pivom.	Tri ženske, ki delajo, ne pomeni, da delajo vso noč s kosmiči in pivom.
878278559.jpg#4r1e	entailment	A man is holding a microphone at a wedding.	a bird was on rocks	The man and bird were standing on rocks at the wedding.	Moški drži mikrofon na poroki.	ptica je bila na skalah	Človek in ptica sta na poroki stala na skalah.
6072179885.jpg#0r5c	contradiction	A woman dancer in a black tutu and nude hose dances with her arms over her head in front of a darkly painted background with dried leaves on the floor.	The woman is going to wear a dress	If she is going to wear a dress then she would not be in a black tutu because she would already be wearing clothes.	Plesalka v črnem tutuju in goli cevki pleše z rokami nad glavo pred temno pobarvanim ozadjem s posušenimi listi na tleh.	Ženska bo nosila obleko	Če bo nosila obleko, potem ne bo v črnem tutuju, ker bi že nosila oblačila.
1386973587.jpg#2r1n	neutral	A man in green shorts and a brown shirt and sunglasses takes a picture.	The sun is behind the subject of the man taking the picture.	Just because the man is wearing sunglasses, it doesn't infer that the sun is behind the subject.	Moški v zelenih kratkih hlačah in rjavi srajci ter sončnih očali posname sliko.	Sonce je za motivom človeka, ki fotografira.	Samo zato, ker moški nosi sončna očala, to ne pomeni, da je sonce za motivom.
